,0,aspect,prediction
1179,they have a whole bunch of devices that all have the same-sounding name ( and they are long ) . ,name!-,|bunch!whole|bunch!long|name!bunch
1180,"whereas some folks have the "" ipod "" , i have the "" nomad jukebox zen xtra "" ( not to be confused with the "" nomad jukebox zen nx "" ) . ",,xtra!confused|nomad!confused|jukebox!confused|ipod!xtra|zen!confused|nx!xtra
1181,minor gripe . ,,
1182,i can 't imagine why i would spend hundreds of dollars more to have an ipod . ,,
1183,i just bought one and returned it as defective for good reason . ,player!-,reason!good
1184,"in a quick summation , here is what i found . ",,|summation!quick
1185,+ the memory ( 40 gb ) is staggering . ,storage!+,|memory!staggering|gb!staggering
1186,i had downloaded about 1000 songs and had room for another 9000 ! ,,
1187,it may have taken several years to fill this up . ,,
1188,+ i had no problem using musicmatch software already on my computer to load songs and albums onto this unit ,musicmatch software!+,
1189,"+ screen was good , easy to read ",screen!+,screen!good
1190,+ / - sound quality was good but it was going to take some tweakings with settings to try to make it great . ,sound quality!+,quality!good
1191,- the software that came with it was tough to load . ,software!-,
1192,"i got weird messages about it not being ok 'd by microsoft ( or something like that ) , then i thought it failed to load , then it loaded . ",,|microsoft!ok
1193,- the top that covered the battery kept poping off without much of a touch near the bottom latch . ,battery top!-,
1194,not good if you 're taking this traveling . ,,
1195,the top did not fit well into the unit . ( felt defective ) ,top!-,unit!top|top!well
1196,- the cover that came with it did n't fit very well ,cover!-,
1197,- the flywheel you use for most of the navigation was n't in tightly and it was uneven as far as the amount of pressure to make it engage . ,flywheel!-,amount!uneven
1198,i was n't sure how long it would take before it would break . ,,
1199,- this did not feel like quality construction and i was n't sure how long it would last . ,construction!-,|construction!sure
1200,i spent much time debating on whether i should go with the zen xtra or the ipod . ,,|time!much
1201,i decided to save the $ $ and opted for the zen xtra ... and i was not disappointed . ,zen xtra!+,
1202,the player is intuitive and outputs great sound quality . ,player!+,player!intuitive|quality!great
1203,navigation is easy and i found that syncing files from the player to the computer ( and vice versa ) was easy too . ,navigation!+,navigation!easy|player!easy|vice!player
1204,many have complained about the software included but in my opinion it 's easy to use and effective . ,software!+,
1205,i love this player and am extremely happy with my decision . ,player!+,player!love
1206,i cannot recommend it enough ! ! ,,
1207,"i recently bought the nomad jukebox zen xtra , and did n't even get as far as charging the battery . ",,
1208,"the construction of the player is the cheesiest i have ever seen -- the front panel refused to clip in correctly , leaving a noticeable gap between the panel and base of the player . ",construction!-,panel!refused|gap!refused|base!refused|player!refused
1209,this gap allowed the front panel to fly off after barely being touched . ,,|panel!front|gap!panel
1210,"i can 't comment on the quality of the audio , because it was back at the store before i ripped a single cd . ",,cd!ripped|store!ripped|comment!ripped
1211,i 'm not willing to accept shoddy construction on something i paid over 250 dollars for . ,construction!-,construction!shoddy|construction!willing|something!willing
1212,"if the casing of the player is this bad , i can 't image that the hardware is of very good quality . ",,casing!bad|player!bad|quality!good|quality!bad|image!casing|hardware!good
1213,"do n't be pulled in by the great price -- you get what you pay for , and there 's a reason this model is so cheap . ",,price!great|model!cheap|reason!model
1214,"like many reviewers , i really wanted to like this product . ",,product!like
1215,the price / performance looked just right . ,price!+,price!right|performance!right
1216,"when i bought it late last year , there were enough reviews that i knew the navigation wheel and software would be less than ideal , but it sounded like a fair tradeoff . ",,tradeoff!fair|year!last
1217,boy was i wrong . ,,boy!wrong
1218,"reading the reviews , it looks as though people really love this device for a month or two and then come to hate it . ",,device!love|month!device
1219,that 's been my experience . ,,
1220,"if i 'd been paying attention , i would have noticed the 3 month warranty . ",,
1221,but i did n't because i 'm used to electronic products having a 12 month warranty . ,,
1222,now i know better . ,,
1223,i 've had this thing just over a month and the headphone jack has already come loose . ,headphone jack!-,month!loose|jack!loose
1224,a $ 300 device and they skimped on the headphone jack ? ,,
1225,"so now i 've got to call their customer "" service "" ( of course , no 800 number ) to send the thing back . ",,
1226,"from the other reviews i 've read , it sounds like that wo n't be the end of my troubles . ",,
1227,"i fully expect it to go bad again in the same or some other way in the next 6 months because , as other reviewers have pointed out , the construction is pretty flimsy . ",construction!-,construction!flimsy|way!other
1228,now let 's talk about the software . ,,
1229,"like other reviewers , installation was hell . ",installation!-,installation!hell|hell!other
1230,subsequent behavior even worse . ,,behavior!worse
1231,about 10 % of the time it can 't find the device when i attach it to my pc . ,software!-,
1232,"after i had it a couple weeks , it got into a state where it could never find the device , no matter how often i rebooted my pc , reset the device , reloaded drivers , etc , etc. creative 's online support was no help at all . ",online help!-,
1233,"in fact , i 'd have to rate it among the worst i 've ever encountered . ",player!-,rate!worst|fact!rate
1234,"finally , i uninstalled and reinstalled the software , the usual measure of last resort for this sort of thing . ",,|measure!usual|resort!usual|sort!usual
