review,target,domain,aspect
"1. creative mediasource software is ok to rip , catalog & burn music if you are starting from scratch ; but i used musicmatch to rip my cds before i bought the zen ( 278 cds ; 3,400 tracks ; 12.5 gb of music all ripped at 128bps ) and guess what ? ",1,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,software[-1]
mediasource did not recognize my tags ! ,1,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,mediasource[-2]
my choices at that moment were to manually re-tag my music or re-rip using mediasource . ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
i do n't think so . ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
"btw , if you * are * ripping your cds , mediasource accesses the cddb music catalog over the internet and the few cds i experimented with all provided good quality [ correct & uncluttered ] tag information . ",0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
"2 . despite most reviewers giving kudos to the zen for music quality , i experienced a flaw using eax . ",1,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,eax[-2]
after about 45 mins of listening there was audible static in the player . ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
when i turned eax off the static disappeared . ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
when i turned eax back on the static was also not present . ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
"creative are * the * sound people for computers , i can 't understand why eax would introduce static . ",1,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,eax[-2]
is eax faulty ?,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
is my unit defective ? ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
was i just unlucky at that moment ? ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
was it a full moon that night ? ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
i have n't figured it out yet . ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
3 . mediasource is an application with serious user interface flaws . ,1,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,mediasource[-3]
do not underestimate this in your purchase decision . ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
"many reviewers refer to it as "" clunky "" or "" difficult "" - heed their warnings . ",0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
some amazon reviewers say it corrrupted their music files ; ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
"i did n't use it long enough to know , but clearly you need to use it with caution . ",0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
"4 .the zen * stores * data files , but does not allow a folder structure nor does it allow documents to be opened or programs to be launched from its disk ( they must be copied to another hard drive to be launched ) . ",1,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,folder structure[-2]
"in other words , the zen is not a convenient data storage device ; only buy the capacity you need for your music collection ( see point 1. for some sizing information ) . ",1,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,storage[-2]
my goal of using it as a music player * and * data storage device has not been met ; do n't make the same mistake . ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
5 . the zen does not have a stop button ! ,1,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,stop button[-2]
"you can stop playback by pressing 2 buttons , first the pause button , then the "" next track "" or "" previous track "" button . ",0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
but this is * not documented * in the zen manual - neither the hard copy nor the cd version . ,1,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,manual[-2]
to discover this i had to read about 10 online reviews ( with many complaints about the lack of stop button ) before i found one reviewer who was smart enough to both figure it out & document it . ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
"6 . the zen nx battery requires the ac adapter to recharge ; it does not charge by usb cable ; this is not tragic , but usb recharging would be a convenient ( additional ) choice . ",1,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,usb recharge[-1]
if you are buying a zen xtra check whether the battery recharges via usb ; it does not on the zen nx . ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
7 . mediasource did not install on my personal notebook . ,1,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,mediasource[-2]
"it referred to a "" microsoft jet database engine "" error and the install program suggested i download a service pack from the ms website to fix the problem ; ",0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
i did that and re-installed the software but had the same error . ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
creative provided e-mail support ; ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
"i followed their advice but that failed , too . ",0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
i experimented with installing mediasource on 2 other computers at home and it worked fine . ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
"so it is probably "" just bad luck "" on my part that the personal notebook i own had this install error . ",0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
"however , it did motivate me to find a work-around solution . ",0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
third party software to the rescue ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
after much frustration ( above ) i found the notmad explorer ; cute product name for software that resolves virtually all of the creative mediasource file transfer & organization problems . ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
"i am not associated with the company , i am not providing a url , but search for notmad and you should find it pretty easily . ",0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
this provides drag & drop transfers of music between the computer & zen ; each time it transfers music to the zen it asks if you want to generate a playlist ; it allows playlists developed in other software to be transferred to the zen ( . ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
"m3u files are used by most mp3 players like musicmatch and winamp , but not creative - without notmad you need to manually recreate your playlists ) ; it does n't care what software you use to rip or catalog your music - creative or any other company - all my 12.5 gb of music were transferred to the zen with correct tags - hooray ! ",1,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,notmad[+2]
"notmad has other features too , but this is not an advertisement so please see the company 's web site for more information ... ",0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
conclusion : ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
if i knew then what i know now i would have paid the extra to get an ipod & avoided the zen . ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
given that i already have the zen the only reason i am happy with it is because of the notmad software . ,1,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,software[+2]
and i am hoping the static i heard when using eax was a blip ... ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
"to summarize , i am using the creative zen as a mobile device ; ",0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
"i am using musicmatch to rip & catalog ( and if i choose , download ) music ; ",0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
i am using notmad explorer to move music & playlists between the zen & my computer . ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
the only creative software i am using is the device driver ( s ). ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
"this is one of those items that , at first glance , looked cool but did n't really ring a bell with me . ",0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
"now that i own it , however , i can 't imagine being without it ! ",1,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,player[+3][p]
i have stored around 60 cd 's ( at 160kbps ) on this and have barely touched the available memory . ,1,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,memory[+2][u]
the sound quality is fantastic ( cd quality ) and it is really great to carry this around instead of stacks of cd 's or tapes ! ,1,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,sound quality[+3]
it is exceedingly simple to navigate around in this device . ,1,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,navigation[+2]
i did n't read a thing about how to operate it -- it was just intuitive . ,1,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,operate[+2][u]
i was cruising around the device within 20 minutes . ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
the pc-side software can be goofy and takes a little getting used to but it 's not as bad as some reviewers have indicated . ,1,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,software[-1]
one other plus is that napster now supports this device via their software . ,1,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,napster[+2]
my one recommendation to creative is to get some marketing people to work on the names of these things . ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
they have a whole bunch of devices that all have the same-sounding name ( and they are long ) . ,1,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,name[-2]
"whereas some folks have the "" ipod "" , i have the "" nomad jukebox zen xtra "" ( not to be confused with the "" nomad jukebox zen nx "" ) . ",0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
minor gripe . ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
i can 't imagine why i would spend hundreds of dollars more to have an ipod . ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
i just bought one and returned it as defective for good reason . ,1,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,player[-3][p]
"in a quick summation , here is what i found . ",0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
+ the memory ( 40 gb ) is staggering . ,1,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,storage[+3][u]
i had downloaded about 1000 songs and had room for another 9000 ! ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
it may have taken several years to fill this up . ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
+ i had no problem using musicmatch software already on my computer to load songs and albums onto this unit ,1,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,musicmatch software[+2]
"+ screen was good , easy to read ",1,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,screen[+2]
+ / - sound quality was good but it was going to take some tweakings with settings to try to make it great . ,1,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,sound quality[+2]
- the software that came with it was tough to load . ,1,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,software[-2]
"i got weird messages about it not being ok 'd by microsoft ( or something like that ) , then i thought it failed to load , then it loaded . ",0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
- the top that covered the battery kept poping off without much of a touch near the bottom latch . ,1,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,battery top[-2]
not good if you 're taking this traveling . ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
the top did not fit well into the unit . ( felt defective ) ,1,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,top[-2]
- the cover that came with it did n't fit very well ,1,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,cover[-2]
- the flywheel you use for most of the navigation was n't in tightly and it was uneven as far as the amount of pressure to make it engage . ,1,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,flywheel[-2]
i was n't sure how long it would take before it would break . ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
- this did not feel like quality construction and i was n't sure how long it would last . ,1,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,construction[-2][p]
i spent much time debating on whether i should go with the zen xtra or the ipod . ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
i decided to save the $ $ and opted for the zen xtra ... and i was not disappointed . ,1,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,zen xtra[+2]
the player is intuitive and outputs great sound quality . ,1,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,"player[+2],sound quality[+2]"
navigation is easy and i found that syncing files from the player to the computer ( and vice versa ) was easy too . ,1,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,"navigation[+2],sync[+2]"
many have complained about the software included but in my opinion it 's easy to use and effective . ,1,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,software[+2]
i love this player and am extremely happy with my decision . ,1,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,player[+3]
i cannot recommend it enough ! ! ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
"i recently bought the nomad jukebox zen xtra , and did n't even get as far as charging the battery . ",0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
"the construction of the player is the cheesiest i have ever seen -- the front panel refused to clip in correctly , leaving a noticeable gap between the panel and base of the player . ",1,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,construction[-3]
this gap allowed the front panel to fly off after barely being touched . ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
"i can 't comment on the quality of the audio , because it was back at the store before i ripped a single cd . ",0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
i 'm not willing to accept shoddy construction on something i paid over 250 dollars for . ,1,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,construction[-3]
"if the casing of the player is this bad , i can 't image that the hardware is of very good quality . ",0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
"do n't be pulled in by the great price -- you get what you pay for , and there 's a reason this model is so cheap . ",0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
"like many reviewers , i really wanted to like this product . ",0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
the price / performance looked just right . ,1,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,price[+1]
"when i bought it late last year , there were enough reviews that i knew the navigation wheel and software would be less than ideal , but it sounded like a fair tradeoff . ",0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
boy was i wrong . ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
"reading the reviews , it looks as though people really love this device for a month or two and then come to hate it . ",0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
that 's been my experience . ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
"if i 'd been paying attention , i would have noticed the 3 month warranty . ",0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
but i did n't because i 'm used to electronic products having a 12 month warranty . ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
now i know better . ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
i 've had this thing just over a month and the headphone jack has already come loose . ,1,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,headphone jack[-2]
a $ 300 device and they skimped on the headphone jack ? ,0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
"so now i 've got to call their customer "" service "" ( of course , no 800 number ) to send the thing back . ",0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
"from the other reviews i 've read , it sounds like that wo n't be the end of my troubles . ",0,Creative_Labs_Nomad_Jukebox_Zen_Xtra_40GB.txt,
